"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","3","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","","..","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","12","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","0","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","12","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","9","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","9","","","","0"
"2019","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","15","","","","0"
"2020","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","15","","","","0"
"2021","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, gender","Number","223","units","0","v91612652","12.1.1.1.8.1","12","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","","..","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","15","","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","15","","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","30","","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","24","","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","18","","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","9","","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","3","","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","3","","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","","..","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","3","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","6","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","0","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, gender","Number","223","units","0","v79600839","12.1.1.1.9.1","3","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","36","","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","9","","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","18","","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","12","","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","3","","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","6","","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","18","","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","15","","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","27","","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","9","","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","24","","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","33","","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","36","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","21","","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","27","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","75","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","36","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","66","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","99","","","","0"
"2019","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","114","","","","0"
"2020","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","114","","","","0"
"2021","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79600842","12.1.1.1.10.1","222","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","","..","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","6","","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","12","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","15","","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","12","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","30","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","9","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","12","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","15","","","","0"
"2019","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","12","","","","0"
"2020","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","9","","","","0"
"2021","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79600845","12.1.1.1.11.1","33","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","","..","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","24","","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","18","","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","9","","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","12","","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","24","","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","12","","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","24","","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2007","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2008","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2009","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2010","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","30","","","","0"
"2011","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","18","","","","0"
"2012","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","39","","","","0"
"2013","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","39","","","","0"
"2014","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","36","","","","0"
"2015","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","36","","","","0"
"2016","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","63","","","","0"
"2017","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","27","","","","0"
"2018","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","48","","","","0"
"2019","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","18","","","","0"
"2020","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","42","","","","0"
"2021","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79600847","12.1.1.1.12.1","39","","","","0"
"1992","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1993","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1994","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1995","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1996","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1997","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1998","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","","..","","","0"
"1999","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","6","","","","0"
"2000","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","9","","","","0"
"2001","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","15","","","","0"
"2002","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","6","","","","0"
"2003","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
"2004","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
"2005","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
"2006","Territories","2016A00016","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79600850","12.1.1.1.13.1","3","","","","0"
